ts,train_id,unit,feed_mode,gas_mw,diene_ppm,ambient_temp_c,cw_supply_temp_c,throughput_tph,speed_rpm,shaft_power_kw,surge_margin_pct,recycle_valve_pct,wash_oil_rate_kgph,antifoulant_ppm,run_hours_since_wash,vib_de_um,vib_nde_um,vib_axial_um,brg_de_temp_c,brg_nde_temp_c,brg_thrust_temp_c,lube_oil_press_bar,lube_oil_temp_c,seal_gas_dp_bar,p_s1_suct_bara,p_s1_disch_bara,t_s1_suct_c,t_s1_disch_c,p_s2_suct_bara,p_s2_disch_bara,t_s2_suct_c,t_s2_disch_c,p_s3_suct_bara,p_s3_disch_bara,t_s3_suct_c,t_s3_disch_c,p_s4_suct_bara,p_s4_disch_bara,t_s4_suct_c,t_s4_disch_c,p_s5_suct_bara,p_s5_disch_bara,t_s5_suct_c,t_s5_disch_c
2024-11-17 02:00:00,CGC-200B,Ethylene Unit 200,ethane,22.582,43.1,17.14,23.27,239.6,10932.7,27088.4,19.47,7.3,134.1,5.18,210.0,21.74,18.17,13.26,68.58,68.37,63.91,2.447,44.57,0.593,1.28,2.534,37.19,86.69,2.504,4.924,31.93,80.59,4.865,9.656,32.54,82.56,9.54,18.915,31.28,81.56,18.688,36.805,31.95,82.37
2024-11-17 03:00:00,CGC-200B,Ethylene Unit 200,ethane,22.573,43.2,16.33,25.1,236.21,10967.6,27139.9,20.99,6.9,152.4,6.76,211.0,22.04,18.85,13.22,67.96,65.97,66.32,2.324,41.88,0.565,1.28,2.524,36.52,85.34,2.494,4.934,33.72,82.89,4.875,9.691,34.37,84.55,9.574,18.967,34.44,84.92,18.739,37.111,34.15,85.13
2024-11-17 04:00:00,CGC-200B,Ethylene Unit 200,ethane,22.54,41.7,19.12,23.31,236.85,10924.8,26812.5,21.38,7.8,131.8,6.51,212.0,21.56,18.32,13.24,68.35,68.01,67.85,2.4,43.05,0.561,1.28,2.515,37.56,86.59,2.485,4.907,32.3,81.4,4.848,9.604,32.75,82.71,9.489,18.59,32.12,81.65,18.367,36.394,33.47,84.7
2024-11-17 05:00:00,CGC-200B,Ethylene Unit 200,ethane,22.449,43.9,14.57,22.51,238.93,10982.7,27284.8,21.19,6.1,127.0,5.74,213.0,21.61,18.2,13.65,67.92,67.71,69.39,2.392,42.61,0.537,1.28,2.52,36.13,84.5,2.49,4.923,31.22,79.67,4.864,9.58,31.72,80.47,9.465,18.763,31.47,81.24,18.538,36.672,31.97,82.21
2024-11-17 06:00:00,CGC-200B,Ethylene Unit 200,ethane,22.489,46.3,17.45,23.33,239.88,10995.5,27408.5,21.04,4.4,131.0,5.16,214.0,21.62,18.21,13.63,68.7,67.47,67.1,2.393,43.79,0.527,1.28,2.54,36.43,85.74,2.51,4.953,32.56,81.35,4.893,9.73,33.17,83.19,9.613,19.005,32.7,82.75,18.777,37.455,32.21,83.44
2024-11-17 07:00:00,CGC-200B,Ethylene Unit 200,ethane,22.429,43.5,20.2,24.24,236.08,10985.9,27119.9,22.51,6.3,137.7,5.56,215.0,21.35,18.16,13.43,67.32,66.87,67.17,2.377,44.31,0.49,1.28,2.537,36.2,85.19,2.507,4.974,32.77,81.82,4.914,9.703,34.12,83.55,9.587,19.054,33.14,83.48,18.826,37.043,33.17,83.27
2024-11-17 08:00:00,CGC-200B,Ethylene Unit 200,ethane,22.451,47.4,15.97,23.85,237.03,10984.4,27093.9,19.12,4.7,128.3,6.16,216.0,22.15,18.2,13.17,68.89,67.21,69.44,2.3,42.6,0.53,1.28,2.539,36.17,85.45,2.508,4.983,32.49,81.85,4.923,9.697,32.65,81.9,9.58,18.879,33.56,83.55,18.652,36.786,31.97,82.32
2024-11-17 09:00:00,CGC-200B,Ethylene Unit 200,ethane,22.406,44.5,19.94,23.84,234.81,10918.5,26830.9,20.27,7.3,147.8,5.28,217.0,21.72,18.76,13.26,69.15,66.87,70.79,2.364,44.0,0.528,1.28,2.522,37.05,85.75,2.492,4.947,33.26,82.47,4.888,9.638,32.75,81.9,9.523,18.766,32.6,82.22,18.541,36.745,32.66,83.29
2024-11-17 10:00:00,CGC-200B,Ethylene Unit 200,ethane,22.607,47.0,15.72,24.11,238.76,10968.3,26911.1,20.16,6.0,145.5,6.89,218.0,21.99,19.07,13.36,67.11,67.65,66.02,2.398,44.71,0.591,1.28,2.511,36.17,84.54,2.481,4.89,32.72,81.43,4.832,9.589,33.14,82.99,9.474,18.837,32.82,83.32,18.611,36.849,33.3,84.11
2024-11-17 11:00:00,CGC-200B,Ethylene Unit 200,ethane,22.702,45.1,17.26,23.46,234.21,10936.5,26313.4,21.27,6.8,118.3,5.6,219.0,21.72,19.27,13.16,69.96,64.48,67.6,2.384,41.83,0.611,1.28,2.524,36.18,85.1,2.494,4.961,32.18,81.66,4.902,9.642,32.73,81.96,9.526,18.868,31.91,82.09,18.641,36.576,32.63,82.74
2024-11-17 12:00:00,CGC-200B,Ethylene Unit 200,ethane,22.673,46.2,15.09,24.29,234.76,10935.8,26528.0,20.5,4.0,155.5,6.71,220.0,21.34,18.79,13.18,66.56,65.8,67.87,2.397,41.06,0.565,1.28,2.526,36.17,85.08,2.496,4.894,32.53,80.89,4.836,9.574,32.5,82.14,9.459,18.639,33.84,83.87,18.415,36.65,33.9,85.31
2024-11-17 13:00:00,CGC-200B,Ethylene Unit 200,ethane,22.872,48.6,16.95,24.35,238.75,10997.1,26831.7,20.67,7.4,165.5,5.88,221.0,21.8,18.48,13.72,66.08,66.4,68.01,2.364,43.91,0.549,1.28,2.528,36.48,85.38,2.497,4.936,33.12,82.09,4.877,9.589,33.52,82.69,9.474,18.881,33.41,84.17,18.654,36.839,33.65,84.28
2024-11-17 14:00:00,CGC-200B,Ethylene Unit 200,ethane,22.856,44.7,19.31,24.34,240.95,10964.4,26868.5,19.32,5.8,126.1,5.66,222.0,21.55,18.65,13.19,69.95,67.43,68.03,2.397,44.69,0.556,1.28,2.535,37.13,86.24,2.504,4.981,33.06,82.39,4.921,9.711,32.97,82.21,9.594,18.805,33.77,83.16,18.58,36.426,33.64,83.58
2024-11-17 15:00:00,CGC-200B,Ethylene Unit 200,ethane,22.832,48.0,16.54,24.61,237.19,10972.0,26612.0,21.33,4.8,132.6,4.48,223.0,21.37,18.38,13.45,69.88,66.43,67.24,2.473,41.93,0.539,1.28,2.522,37.24,86.14,2.492,4.926,33.61,82.71,4.867,9.55,34.24,83.39,9.436,18.625,32.68,82.6,18.401,36.334,32.57,83.06
2024-11-17 16:00:00,CGC-200B,Ethylene Unit 200,ethane,22.722,46.5,18.39,23.9,238.4,10941.0,26801.8,22.03,7.3,151.0,5.69,224.0,21.97,18.92,13.34,68.69,66.48,67.96,2.398,45.86,0.474,1.28,2.526,36.57,85.62,2.496,4.888,33.54,82.04,4.829,9.61,32.09,82.15,9.495,18.707,32.78,82.72,18.482,36.293,33.03,83.3
2024-11-17 17:00:00,CGC-200B,Ethylene Unit 200,ethane,22.604,45.9,16.32,23.31,236.88,10949.5,26676.0,17.97,4.2,140.9,5.49,225.0,21.86,18.66,13.33,67.67,66.49,67.87,2.335,43.06,0.536,1.28,2.519,36.91,85.45,2.489,4.937,31.34,80.14,4.878,9.603,32.86,81.85,9.488,18.785,31.37,81.11,18.559,36.73,33.1,83.65
2024-11-17 18:00:00,CGC-200B,Ethylene Unit 200,ethane,22.441,43.6,15.48,23.66,238.54,10937.9,27202.2,19.4,6.5,152.0,6.24,226.0,22.22,18.22,13.46,66.6,65.15,66.96,2.399,44.41,0.577,1.28,2.518,37.2,85.72,2.488,4.925,32.4,81.18,4.865,9.594,33.39,82.55,9.479,18.711,32.08,81.67,18.487,36.59,33.31,83.86
2024-11-17 19:00:00,CGC-200B,Ethylene Unit 200,ethane,22.266,40.3,15.62,23.1,237.89,10969.3,27135.2,19.85,5.8,132.8,6.29,227.0,21.56,18.86,13.29,68.75,67.18,67.21,2.46,42.5,0.528,1.28,2.514,37.36,86.14,2.484,4.934,31.94,81.26,4.875,9.641,32.06,81.61,9.526,18.759,30.6,80.12,18.534,36.488,31.81,82.06
2024-11-17 20:00:00,CGC-200B,Ethylene Unit 200,ethane,22.236,43.3,16.42,23.79,237.07,10913.2,27550.0,19.01,5.3,136.3,5.8,228.0,22.24,18.21,13.24,70.37,68.83,67.98,2.448,42.93,0.562,1.28,2.531,36.33,85.31,2.501,4.933,32.61,81.33,4.874,9.617,32.96,82.29,9.502,18.789,33.13,83.21,18.564,36.719,33.42,84.14
2024-11-17 21:00:00,CGC-200B,Ethylene Unit 200,ethane,22.286,43.6,16.43,22.71,241.71,10950.1,27585.1,20.86,6.9,160.2,6.72,229.0,22.07,18.49,13.45,68.11,67.25,67.46,2.353,43.02,0.612,1.28,2.495,36.67,84.52,2.465,4.88,31.52,80.26,4.821,9.474,32.09,80.89,9.36,18.565,30.98,80.88,18.342,36.341,31.35,81.79
2024-11-17 22:00:00,CGC-200B,Ethylene Unit 200,ethane,22.246,47.9,16.04,25.4,238.98,10933.6,27509.0,20.68,6.1,151.3,6.05,230.0,22.27,18.23,13.95,67.7,66.05,66.16,2.472,43.26,0.554,1.28,2.512,36.04,84.58,2.482,4.909,34.21,83.59,4.85,9.568,33.79,83.45,9.454,18.716,33.91,84.41,18.492,36.557,34.07,85.05
2024-11-17 23:00:00,CGC-200B,Ethylene Unit 200,ethane,22.309,52.0,17.62,25.9,240.34,10924.1,27865.7,20.37,5.6,132.9,5.04,231.0,22.07,18.74,13.31,65.34,66.84,66.77,2.329,43.05,0.519,1.28,2.512,37.04,85.84,2.482,4.924,34.68,84.5,4.865,9.644,35.08,85.45,9.528,18.83,34.57,85.15,18.604,37.045,34.38,86.12
2024-11-18 00:00:00,CGC-200B,Ethylene Unit 200,ethane,22.524,53.1,14.52,24.16,239.9,10897.8,27641.8,20.74,7.1,143.1,5.57,232.0,21.66,18.45,13.31,65.59,69.15,67.86,2.44,42.3,0.53,1.28,2.521,35.34,84.03,2.491,4.939,33.24,82.66,4.88,9.675,33.73,83.74,9.559,18.856,34.12,84.36,18.629,36.864,33.81,84.82
2024-11-18 01:00:00,CGC-200B,Ethylene Unit 200,ethane,22.564,53.6,14.9,23.32,244.53,10982.0,27796.7,21.09,6.4,126.9,6.85,233.0,22.09,18.58,13.29,66.08,68.91,66.69,2.346,41.24,0.59,1.28,2.537,36.73,85.85,2.506,4.918,32.1,80.27,4.859,9.569,31.86,80.8,9.455,18.744,31.41,81.33,18.519,36.624,32.11,82.51
2024-11-18 02:00:00,CGC-200B,Ethylene Unit 200,ethane,22.474,50.5,19.69,24.39,240.58,10957.6,27440.3,18.81,6.3,114.4,6.28,234.0,22.02,18.61,13.41,68.5,69.78,65.46,2.339,42.82,0.538,1.28,2.536,37.93,87.25,2.506,4.984,33.26,82.69,4.924,9.701,33.35,82.57,9.585,18.856,34.23,84.03,18.629,36.856,32.14,82.61
2024-11-18 03:00:00,CGC-200B,Ethylene Unit 200,ethane,22.417,50.2,18.96,24.49,237.12,10955.5,27262.5,21.56,6.6,130.8,6.08,235.0,21.66,18.33,13.2,67.38,65.37,66.23,2.326,44.1,0.531,1.28,2.53,36.37,85.13,2.5,4.932,33.35,81.99,4.872,9.608,34.24,83.53,9.493,18.829,32.78,82.84,18.603,36.588,32.91,82.89
2024-11-18 04:00:00,CGC-200B,Ethylene Unit 200,ethane,22.482,46.4,17.8,25.32,237.53,10906.0,27231.5,20.09,7.0,109.9,6.41,236.0,22.37,18.25,13.6,67.69,66.77,67.03,2.348,42.09,0.569,1.28,2.539,37.45,86.76,2.508,4.958,33.88,82.88,4.898,9.672,34.16,83.67,9.556,18.744,35.45,85.18,18.519,36.473,34.49,84.95
2024-11-18 05:00:00,CGC-200B,Ethylene Unit 200,ethane,22.631,44.4,18.21,25.31,239.31,10927.4,27249.8,20.68,5.0,133.7,5.53,237.0,21.88,18.73,13.31,68.5,68.64,70.13,2.363,43.75,0.566,1.28,2.519,36.94,85.82,2.489,4.931,34.14,83.6,4.872,9.653,33.53,83.45,9.537,18.833,34.86,85.29,18.607,36.88,34.08,85.24
2024-11-18 06:00:00,CGC-200B,Ethylene Unit 200,ethane,22.621,46.2,17.87,22.56,239.69,10930.5,26884.6,19.43,6.6,111.8,6.71,238.0,21.62,18.49,13.33,67.11,70.86,66.37,2.433,43.47,0.57,1.28,2.522,36.7,85.48,2.492,4.936,31.71,80.62,4.876,9.572,31.19,79.86,9.457,18.73,31.91,81.93,18.505,36.445,30.63,80.56
2024-11-18 07:00:00,CGC-200B,Ethylene Unit 200,ethane,22.712,48.1,15.13,24.21,238.83,10969.2,26903.0,19.2,8.2,150.6,5.73,239.0,21.52,18.31,14.42,67.51,66.85,69.54,2.457,42.47,0.541,1.28,2.531,37.61,86.65,2.501,4.924,33.41,81.98,4.865,9.611,33.69,83.09,9.495,18.753,33.45,83.35,18.528,36.59,32.68,83.0
2024-11-18 08:00:00,CGC-200B,Ethylene Unit 200,ethane,22.806,49.6,16.78,22.53,242.6,11022.0,26941.9,20.95,5.4,139.6,5.73,240.0,22.08,18.35,13.53,68.24,65.12,68.66,2.352,45.1,0.534,1.28,2.532,37.42,86.75,2.502,4.949,31.37,80.27,4.889,9.553,31.34,79.81,9.438,18.715,31.13,81.26,18.49,36.442,31.56,81.85
2024-11-18 09:00:00,CGC-200B,Ethylene Unit 200,ethane,22.788,48.2,17.03,23.72,241.55,10981.5,27069.7,20.4,6.6,157.0,6.89,241.0,21.66,18.56,13.53,68.16,66.66,66.11,2.392,42.59,0.491,1.28,2.519,37.14,85.93,2.488,4.925,33.0,82.11,4.866,9.592,32.96,82.3,9.477,18.722,32.63,82.63,18.498,36.415,32.24,82.46
2024-11-18 10:00:00,CGC-200B,Ethylene Unit 200,ethane,22.877,47.0,17.88,23.55,241.84,10972.2,27115.4,20.77,5.5,138.3,5.99,242.0,22.21,18.4,13.4,66.98,68.19,68.82,2.438,42.29,0.535,1.28,2.526,36.53,85.64,2.496,4.917,33.32,82.32,4.858,9.598,32.28,81.88,9.483,18.665,32.67,82.57,18.441,36.461,32.62,83.44
2024-11-18 11:00:00,CGC-200B,Ethylene Unit 200,ethane,22.645,44.7,16.17,23.91,238.1,10973.6,26866.7,20.85,5.6,129.2,6.55,243.0,21.99,18.21,13.26,67.25,66.63,66.98,2.459,42.61,0.524,1.28,2.523,36.31,84.84,2.493,4.922,32.69,81.29,4.863,9.55,33.79,82.67,9.435,18.605,32.07,81.55,18.382,36.293,33.12,83.43
2024-11-18 12:00:00,CGC-200B,Ethylene Unit 200,ethane,22.497,43.9,17.99,23.85,239.14,10928.3,27426.9,20.55,5.5,117.5,6.09,244.0,21.89,19.0,13.5,68.74,66.65,69.73,2.328,43.83,0.58,1.28,2.534,37.33,86.69,2.503,4.958,32.57,81.75,4.899,9.693,32.86,82.54,9.576,18.901,32.61,82.61,18.674,36.993,32.31,83.12
2024-11-18 13:00:00,CGC-200B,Ethylene Unit 200,ethane,22.373,43.7,15.95,24.27,240.31,10973.7,27523.3,20.9,7.3,135.0,5.3,245.0,21.63,18.72,13.16,64.56,65.45,67.22,2.413,42.1,0.513,1.28,2.524,36.81,85.69,2.494,4.929,32.98,81.96,4.87,9.624,32.78,82.25,9.509,18.856,32.88,83.18,18.63,36.866,32.73,83.41
2024-11-18 14:00:00,CGC-200B,Ethylene Unit 200,ethane,22.384,45.4,14.75,24.51,241.12,10997.0,27611.7,20.7,5.1,111.2,6.5,246.0,21.95,18.37,13.31,66.6,64.66,66.45,2.413,41.83,0.63,1.28,2.535,36.27,85.33,2.504,4.944,33.19,82.06,4.885,9.669,33.2,82.81,9.553,18.852,33.19,83.11,18.625,36.704,34.37,84.93
2024-11-18 15:00:00,CGC-200B,Ethylene Unit 200,ethane,22.379,46.6,16.51,24.38,243.72,10929.9,28067.5,21.97,6.6,158.8,6.58,247.0,22.29,18.29,13.2,70.03,65.82,69.64,2.378,44.13,0.546,1.28,2.527,36.8,85.84,2.497,4.955,34.07,83.61,4.896,9.671,33.94,83.63,9.555,18.968,34.06,84.72,18.74,36.928,32.87,83.3
2024-11-18 16:00:00,CGC-200B,Ethylene Unit 200,ethane,22.262,49.3,17.77,23.97,240.08,10968.3,27630.0,22.78,6.8,110.6,6.37,248.0,21.68,18.51,13.2,67.65,66.17,66.58,2.381,43.93,0.51,1.28,2.539,38.75,88.43,2.508,4.896,32.83,80.87,4.837,9.511,33.09,82.27,9.397,18.613,32.5,82.7,18.39,36.374,33.37,84.18
2024-11-18 17:00:00,CGC-200B,Ethylene Unit 200,ethane,22.271,53.3,18.35,23.24,239.98,10959.2,27348.6,22.0,5.5,148.2,5.48,249.0,21.5,18.44,13.5,68.51,67.78,65.33,2.428,44.4,0.55,1.28,2.524,36.04,85.07,2.494,4.909,32.69,81.59,4.85,9.553,31.85,81.19,9.438,18.639,32.68,82.92,18.415,36.261,32.65,83.21
2024-11-18 18:00:00,CGC-200B,Ethylene Unit 200,ethane,22.291,50.6,15.37,23.98,237.47,10982.0,27587.8,20.87,5.8,127.2,6.26,250.0,21.78,18.31,13.57,67.88,66.61,66.94,2.354,41.14,0.504,1.28,2.562,36.88,86.66,2.531,5.008,32.34,81.04,4.948,9.793,33.05,82.42,9.675,19.095,33.42,83.18,18.866,37.285,33.83,84.33
2024-11-18 19:00:00,CGC-200B,Ethylene Unit 200,ethane,22.276,49.0,16.95,24.28,242.8,10982.4,27695.9,20.82,6.2,127.6,5.77,251.0,21.95,18.55,13.24,67.68,65.33,68.54,2.34,42.42,0.521,1.28,2.524,36.71,85.51,2.494,4.907,32.51,81.0,4.849,9.555,31.68,80.69,9.441,18.629,33.46,83.4,18.405,35.98,33.13,82.83
2024-11-18 20:00:00,CGC-200B,Ethylene Unit 200,ethane,22.154,44.7,15.24,23.64,238.42,10926.5,27587.9,20.96,4.5,148.1,6.51,252.0,21.59,18.6,13.83,67.33,66.18,69.73,2.474,42.56,0.545,1.28,2.531,35.72,84.53,2.5,4.968,32.64,81.88,4.908,9.672,33.18,82.39,9.556,18.897,32.48,82.41,18.671,36.942,31.44,81.81
2024-11-18 21:00:00,CGC-200B,Ethylene Unit 200,ethane,22.145,46.3,15.56,25.67,241.51,10964.7,27983.7,20.75,8.3,155.7,5.59,253.0,21.82,19.54,13.26,66.51,66.5,67.54,2.327,42.96,0.531,1.28,2.538,36.65,86.11,2.508,4.945,34.77,84.03,4.886,9.605,33.96,83.39,9.49,18.642,34.55,84.56,18.418,36.668,34.08,85.66
2024-11-18 22:00:00,CGC-200B,Ethylene Unit 200,ethane,22.193,42.0,17.06,22.98,241.29,10966.7,27962.6,19.7,5.8,121.2,5.86,254.0,21.83,18.25,13.21,67.63,68.35,67.74,2.356,43.76,0.55,1.28,2.536,36.47,85.61,2.506,4.967,32.36,81.41,4.908,9.732,32.55,82.19,9.615,19.04,32.39,82.44,18.812,37.102,31.61,81.77
2024-11-18 23:00:00,CGC-200B,Ethylene Unit 200,ethane,22.301,39.6,17.55,23.71,241.19,10943.4,27772.3,20.22,4.9,155.2,6.37,255.0,21.63,18.27,13.43,68.39,70.02,67.47,2.433,42.82,0.532,1.28,2.523,36.91,85.58,2.493,4.95,32.56,81.61,4.89,9.737,31.98,81.7,9.62,19.095,31.63,81.6,18.865,37.299,32.73,83.13
2024-11-19 00:00:00,CGC-200B,Ethylene Unit 200,ethane,22.445,40.8,16.79,23.97,236.56,10944.3,27026.5,20.18,6.6,146.9,6.63,256.0,21.63,18.21,13.73,64.66,67.66,66.78,2.334,42.2,0.545,1.28,2.543,36.74,86.02,2.512,4.979,31.85,80.7,4.919,9.779,32.4,82.11,9.661,18.991,31.91,81.22,18.763,37.308,33.47,84.5
2024-11-19 01:00:00,CGC-200B,Ethylene Unit 200,ethane,22.446,42.7,16.7,23.61,240.41,10956.4,27312.9,20.83,5.0,137.8,6.24,257.0,21.67,18.49,13.53,67.81,67.57,67.65,2.439,42.52,0.567,1.28,2.526,37.06,85.72,2.495,4.958,33.57,82.74,4.898,9.574,31.3,79.38,9.459,18.752,33.01,83.01,18.527,36.661,32.11,82.38
2024-11-19 02:00:00,CGC-200B,Ethylene Unit 200,ethane,22.573,44.3,16.47,24.67,240.96,10945.1,27389.0,20.62,5.4,136.4,5.51,258.0,22.0,18.71,13.36,68.0,66.45,66.26,2.426,42.23,0.547,1.28,2.524,36.8,85.62,2.494,4.937,33.33,82.43,4.877,9.646,33.15,82.69,9.53,18.914,33.86,84.34,18.687,36.913,33.1,83.64
2024-11-19 03:00:00,CGC-200B,Ethylene Unit 200,ethane,22.548,42.7,16.29,24.59,243.83,10992.9,27702.4,21.12,7.8,139.0,6.25,259.0,21.98,18.73,13.78,67.79,66.86,67.46,2.35,42.52,0.549,1.28,2.513,36.89,85.47,2.483,4.941,34.29,84.01,4.881,9.713,33.8,83.99,9.596,18.921,34.05,84.12,18.694,37.019,33.66,84.58
2024-11-19 04:00:00,CGC-200B,Ethylene Unit 200,ethane,22.495,44.7,15.4,24.33,240.81,10962.4,27619.6,21.92,6.2,127.1,6.52,260.0,21.54,18.56,13.42,69.34,67.15,67.53,2.403,43.32,0.564,1.28,2.524,36.98,86.32,2.494,4.937,33.5,83.14,4.878,9.685,32.88,83.18,9.568,19.002,33.4,84.38,18.774,37.349,33.02,84.64
2024-11-19 05:00:00,CGC-200B,Ethylene Unit 200,ethane,22.399,44.6,19.02,23.47,243.22,10925.5,27804.0,19.55,7.4,142.9,5.29,261.0,21.72,18.58,13.72,70.78,67.06,67.45,2.414,44.11,0.602,1.28,2.531,37.57,87.07,2.501,4.928,32.46,81.41,4.868,9.661,32.55,82.61,9.545,18.882,31.84,82.09,18.655,36.743,32.37,82.91
2024-11-19 06:00:00,CGC-200B,Ethylene Unit 200,ethane,22.283,47.7,17.55,23.77,241.45,10999.5,27665.9,19.21,3.8,143.2,6.98,262.0,21.62,18.62,13.21,68.6,65.84,67.43,2.461,44.56,0.563,1.28,2.51,37.28,85.6,2.48,4.897,32.42,81.04,4.839,9.539,32.04,81.0,9.424,18.581,32.87,82.51,18.358,36.537,32.5,83.39
2024-11-19 07:00:00,CGC-200B,Ethylene Unit 200,ethane,22.328,46.6,16.42,23.98,242.29,10987.4,27922.9,21.66,6.6,123.8,5.75,263.0,21.6,18.29,13.41,67.05,67.64,67.92,2.344,43.0,0.531,1.28,2.543,37.56,86.74,2.512,4.97,33.09,81.77,4.911,9.715,33.51,82.79,9.598,18.831,32.4,81.39,18.605,36.807,32.25,82.43
2024-11-19 08:00:00,CGC-200B,Ethylene Unit 200,ethane,22.425,47.0,16.49,23.69,240.03,10956.4,27464.6,20.03,5.7,122.1,6.09,264.0,22.21,19.16,13.42,68.56,65.96,67.28,2.382,41.88,0.492,1.28,2.525,37.49,86.32,2.495,4.986,33.16,82.81,4.926,9.678,32.78,81.59,9.562,18.885,32.9,82.69,18.658,36.895,32.89,83.33
2024-11-19 09:00:00,CGC-200B,Ethylene Unit 200,ethane,22.58,45.8,17.93,24.31,239.49,10952.1,27245.5,19.81,7.6,145.1,5.72,265.0,21.66,18.31,13.26,67.87,68.19,68.12,2.439,43.29,0.557,1.28,2.535,38.35,87.85,2.504,4.968,33.37,82.76,4.909,9.663,33.37,82.7,9.547,18.91,33.19,83.51,18.683,37.115,33.03,84.14
2024-11-19 10:00:00,CGC-200B,Ethylene Unit 200,ethane,22.55,47.9,17.59,22.28,241.99,10935.8,27401.4,22.54,7.0,134.7,6.31,266.0,21.61,18.71,13.5,66.78,69.02,65.24,2.401,43.89,0.575,1.28,2.53,37.48,86.41,2.499,4.946,31.59,80.21,4.887,9.728,32.05,81.74,9.612,18.998,30.73,80.2,18.77,37.009,30.69,80.51
2024-11-19 11:00:00,CGC-200B,Ethylene Unit 200,ethane,22.581,47.0,17.06,23.35,238.79,10978.0,27079.6,21.09,8.6,137.6,6.07,267.0,21.5,19.75,13.2,67.38,67.43,66.51,2.382,43.89,0.517,1.28,2.522,37.53,86.31,2.492,4.918,31.59,80.07,4.859,9.606,32.34,81.62,9.491,18.848,33.26,83.59,18.622,36.867,32.31,82.8
2024-11-19 12:00:00,CGC-200B,Ethylene Unit 200,ethane,22.601,42.4,18.26,24.1,243.81,10946.7,27706.9,21.49,8.0,136.1,5.38,268.0,22.19,18.73,13.73,69.38,66.59,67.22,2.39,43.64,0.581,1.28,2.528,36.49,85.72,2.498,4.947,33.72,83.26,4.888,9.681,33.04,83.01,9.565,18.859,33.4,83.63,18.633,36.419,33.22,83.27
2024-11-19 13:00:00,CGC-200B,Ethylene Unit 200,ethane,22.583,42.0,19.97,24.74,242.83,10964.1,27638.2,21.73,6.7,148.8,6.45,269.0,22.0,19.15,13.42,69.24,68.14,67.82,2.477,43.82,0.527,1.28,2.541,37.99,87.32,2.51,4.966,32.96,81.76,4.906,9.742,33.2,82.87,9.626,18.977,33.44,83.14,18.749,36.878,33.94,84.09
2024-11-19 14:00:00,CGC-200B,Ethylene Unit 200,ethane,22.444,43.6,19.67,23.78,240.09,10990.2,27216.4,20.2,6.4,115.5,5.6,270.0,21.87,19.18,13.46,70.3,67.1,67.68,2.434,42.59,0.497,1.28,2.525,37.54,86.74,2.495,4.921,32.46,81.35,4.862,9.543,32.87,82.0,9.428,18.492,32.7,82.28,18.27,36.086,32.26,82.89
2024-11-19 15:00:00,CGC-200B,Ethylene Unit 200,ethane,22.425,42.6,18.84,24.55,239.36,10943.2,27539.9,19.73,5.0,127.9,5.69,271.0,22.54,19.35,13.61,68.52,67.31,69.17,2.395,44.46,0.496,1.28,2.517,37.39,86.37,2.486,4.922,33.06,82.42,4.863,9.607,33.8,83.66,9.491,18.767,33.44,83.87,18.542,36.75,33.8,85.04
2024-11-19 16:00:00,CGC-200B,Ethylene Unit 200,ethane,22.407,42.4,14.96,25.16,241.18,10913.6,27508.1,19.32,6.0,118.7,6.0,272.0,22.29,18.56,13.61,68.15,66.93,67.92,2.441,42.86,0.581,1.28,2.534,36.52,85.56,2.504,4.944,33.42,82.27,4.884,9.743,33.73,83.97,9.626,18.821,33.79,83.02,18.595,36.495,33.01,82.96
2024-11-19 17:00:00,CGC-200B,Ethylene Unit 200,ethane,22.44,42.3,18.51,23.33,244.48,10975.3,27816.6,19.68,7.0,140.6,6.41,273.0,21.72,18.38,13.52,69.16,68.05,64.81,2.399,42.32,0.617,1.28,2.525,36.81,85.81,2.495,4.913,32.37,81.05,4.854,9.6,31.1,80.44,9.484,18.813,32.32,82.65,18.587,36.676,31.82,82.21
2024-11-19 18:00:00,CGC-200B,Ethylene Unit 200,ethane,22.395,44.5,19.03,23.16,242.36,10961.7,27604.8,20.13,6.5,126.2,6.5,274.0,21.77,18.56,13.34,68.92,66.91,68.11,2.378,44.0,0.513,1.28,2.53,37.15,86.25,2.5,4.934,31.67,80.29,4.874,9.643,31.06,80.31,9.528,18.721,31.77,81.15,18.497,36.507,32.37,82.76
2024-11-19 19:00:00,CGC-200B,Ethylene Unit 200,ethane,22.466,46.3,15.74,24.32,238.58,10982.8,27127.3,20.12,6.3,131.6,5.8,275.0,22.96,18.68,13.55,68.25,67.05,66.11,2.413,43.68,0.574,1.28,2.517,36.85,85.52,2.487,4.92,33.35,82.47,4.861,9.615,32.89,82.47,9.5,18.743,34.5,84.68,18.518,36.446,32.53,82.76
2024-11-19 20:00:00,CGC-200B,Ethylene Unit 200,ethane,22.512,44.8,15.98,23.28,239.08,10944.2,27017.2,19.69,5.6,145.0,5.87,276.0,22.38,18.5,13.52,67.64,65.63,66.23,2.42,43.25,0.567,1.28,2.522,36.71,85.21,2.492,4.911,31.9,80.2,4.852,9.539,33.52,82.4,9.424,18.605,32.11,81.64,18.381,36.147,32.29,82.1
